17 1765271166 68.400000 19 68.400000 68.400000 68.400000
17 1765271171 3.600000 1 3.600000 3.600000 3.600000
17 1765271176 22.800000 19 22.800000 22.800000 22.800000
17 1765271176 7.600000 38 7.600000 7.600000 7.600000
17 1765271181 69.600000 20 69.600000 69.600000 69.600000
17 1765271181 0.400000 2 0.400000 0.400000 0.400000
17 1765271186 3.600000 1 3.600000 3.600000 3.600000
17 1765271191 22.800000 19 22.800000 22.800000 22.800000
17 1765271191 7.600000 38 7.600000 7.600000 7.600000
17 1765271196 69.600000 20 69.600000 69.600000 69.600000
17 1765271196 0.400000 2 0.400000 0.400000 0.400000
17 1765271201 3.600000 1 3.600000 3.600000 3.600000
17 1765271206 20.400000 17 20.400000 20.400000 20.400000
17 1765271206 6.800000 34 6.800000 6.800000 6.800000
17 1765271211 64.800000 20 64.800000 64.800000 64.800000
17 1765271211 1.200000 6 1.200000 1.200000 1.200000
17 1765271216 7.200000 2 7.200000 7.200000 7.200000
17 1765271221 22.200000 17 22.200000 22.200000 22.200000
17 1765271221 6.400000 32 6.400000 6.400000 6.400000
17 1765271226 61.800000 20 61.800000 61.800000 61.800000
17 1765271226 1.200000 6 1.200000 1.200000 1.200000
17 1765271231 10.800000 3 10.800000 10.800000 10.800000
17 1765271236 19.200000 16 19.200000 19.200000 19.200000
17 1765271236 6.400000 32 6.400000 6.400000 6.400000
17 1765271241 54.200000 18 54.200000 54.200000 54.200000
17 1765271241 1.200000 6 1.200000 1.200000 1.200000
17 1765271246 19.000000 6 19.000000 19.000000 19.000000
17 1765271246 0.400000 2 0.400000 0.400000 0.400000
17 1765271251 21.600000 16 21.600000 21.600000 21.600000
17 1765271251 6.000000 30 6.000000 6.000000 6.000000
17 1765271256 45.200000 16 45.200000 45.200000 45.200000
17 1765271256 1.600000 8 1.600000 1.600000 1.600000
17 1765271261 23.000000 8 23.000000 23.000000 23.000000
17 1765271261 0.400000 2 0.400000 0.400000 0.400000
17 1765271266 20.600000 14 20.600000 20.600000 20.600000
17 1765271266 5.000000 25 5.000000 5.000000 5.000000
