1765292843	0	1765292844
1765292844	24	1765292853
1765292853	28	1765292863
1765292863	32	1765292873
1765292873	36	1765292883
1765292883	38	1765292884
1765292884	40	1765292894
1765292894	44	1765292904
1765292904	48	1765292914
1765292914	50	1765292934
1765292934	44	1765292935
1765292935	32	1765292936
1765292936	23	1765292937
1765292937	20	1765292938
1765292938	19	1765292939
1765292939	13	1765292941
1765292941	11	1765292943
1765292943	10	1765292944
1765292944	6	1765292945
1765292945	2	1765292946
