"Relative Time","Hits"
"00:00","0"
"00:01","0"
"00:02","0"
"00:03","0"
"00:04","0"
"00:05","0"
"00:06","180"
"00:07","0"
"00:08","0"
"00:09","0"
"00:10","0"
"00:11","0"
"00:12","0"
"00:13","0"
"00:14","0"
"00:15","72"
"00:16","0"
"00:17","1"
"00:18","0"
"00:19","7"
"00:20","0"
